,text,keywords
24,knowledgemanagementisoneofthehotspotsforresearchinthepastdecadeinmostcasesthenumberofusersinknowledgemanagementsystemisverylargeandtheyarefromvarieddepartmentsevenothercompaniesinthispapersomedefectswhenexistingmethodsaboutaccesscontrolandrecommendationaredeployedinkmsareanalyzedtoshowthatthesewidelyusedapproachesneedtobeextendedtoovercomethedeficienciesofpreviousworkthispaperproposesanextendedrolebasedaccesscontrolmethodandhybridrecommendationapproachforknowledgemanagementsystemalsoreallifesystemispresentedtoverifytheproposedmethodology,"['defects when existing methods about access control and recommendation are deployed in KMS are analyzed', 'extended', 'hybrid recommendation approach', 'KM', 'KMS', 'Knowledge Management', 'Knowledge Management System', 'RBAC', 'real-life system', 'Role-Based Access Contro', 'verify the proposed methodology']"
25,alternativelytoatomphotodetachmentfromtheintermediateradicalsthelattermayserveasreducingagentsevidencehasbeenreportedinrecentyearsthatthepyridinylradicalisanexceptionallystrongreducingagentwhichcanevenreduceco2toformaldehydeformicacidormethanolwithsuitablecatalyzersalbeitthemechanismsofthesereactionsarecurrentlypoorlyunderstoodthetheoreticallypredicteddissociationthresholdsoftheachaohandbahradicalsareaboutandrespectivelyfigwhilethepredicteddissociationthresholdofthepyridinylradicalismuchloweraboutpyridinylisthussignificantlystrongerreductantthanacridinylandrelatedradicalsitisthereforenotexpectedthatthelatterwillbeabletoreducecarbondioxideindark,"['AcH, AOH and BAH radicals', 'acridinyl', 'carbon dioxide', 'catalyzers', 'CO2', 'formaldehyde', 'formic acid', 'H-atom photodetachment', 'intermediate radicals', 'methanol', 'PyH', 'Pyridinyl', 'pyridinyl radical', 'radicals', 'reduce carbon dioxide in dark reactions', 'reducing agent', 'reducing agents', 'reductant']"
26,progressivephotonmappingwasfirstproposedbyhachisukaetalasaniterativeextensionofthestandardstaticphotonmappingapproachasimplementedintheradianceextensionitcombinesmultiplesmallerphotonmapstoapproximatemuchlargeronewhichmaynotfitintomemoryusingthetraditionalapproachthroughiterationtheprocessmitigatesthenoiseinherentinmontecarloraytracingbycombiningsuccessiveresultsandaveragingthematthesametimethedensityestimatebandwidth1bandwidthdescribesthesupportorareaofinfluenceoffilterusedtoweightthephotonsretrievedfromthephotonmapduringnearestneighbourlookuponsurfacetheresultingirradianceisproportionaltothephotondensityandthebandwidthisdefinedbythedistancetothefurthestphotonfoundinthispaperwegeneralisethetermtodescribeeithertheradiusorthenumberofnearestneighboursfordensityestimatedependingontheornumberofnearestisgraduallyreducedtomitigatebiasashachisukapointsouttheaccumulateddensityestimatesconvergetoanunbiasedsolutioninthe,"['combining successive results and averaging', 'density estimate bandwidth1Bandwidth', 'describe either the radius or the number of nearest neighbours for a density estimate', 'irradiance', 'iterative extension of the standard static photon mapping', 'mitigate bias', 'mitigates the noise', 'Monte Carlo raytracing', 'nearest neighbour lookup', 'photon', 'photon map', 'photon maps', 'photons', 'Progressive photon mapping', 'Radiance extension', 'support, or area of influence, of a filter', 'surface', 'traditional approach', 'weight the photons']"
27,thepropagationofunsteadydisturbancesinductsofslowlyvaryinggeometrysuchasthosetypicalofanaeroenginecanbesuccessfullymodelledusingmultiplescalesapproachfromthefirstofmultiplescalesanalysistosoundpropagationinductsofrectangularandcircularcrosssectionwithoutmeanflowmorerecentdevelopmentshaveextendedthemethodtocaseswithuniformmeanmeanswirlingductsofarbitrarycrossuniformmeanandstronglycurvedthemultiplescalesapproachhasnumberofdistinctadvantagesoverfullnumericalmethodsasitisideallysuitedtohandlehigherfrequenciesandthecomputationalcomplexityisonlymarginallymorethancalculatingtheeigenmodesinsidestraightparallelducttheaccuracyandusefulnessofthemultiplescalesapproachhasbeenvalidatedagainstfiniteelementforrealisticaeroengineconfigurationsandacoustic,"['acoustic frequencies', 'aeroengine', 'aeroengine configurations', 'calculating the eigenmodes', 'ducts', 'finite-element methods', 'higher frequencies', 'mean flow', 'mean swirling flow', 'multiple-scales analysis', 'multiple scales approach', 'multiple-scales approach', 'numerical methods', 'propagation of unsteady disturbances', 'sound propagation', 'straight parallel duct', 'strongly curved ducts', 'uniform mean flow']"
28,centralquestionfromthepointofviewofnuclearphysicsinvolvesthechangestothequarkandantiquarkdistributionsofboundprotonsinceonemustdevelopreliablemodelofboththefreeprotonandthebindingofnucleonsstartingfromthequarkthisproblemisrathercomplicatedweintendtoreportonourinvestigationofthatprobleminfutureworkforthepresentwehavechosentoillustratetheformalideasdevelopedherebyapplyingthemtotoymodelnamelythequarkdistributionsofisospinsymmetricquarkmatterinwhicheachquarkfeelsscalarpotentialandvectorpotentialvvqthisisthepremiseofthequarkmesoncouplingwhichhasbeenusedsuccessfullytocalculatethepropertiesofnuclearmatteraswellasfinitemostrecentlyithasalsobeenusedtoderiveaneffectivenuclearforcewhichisveryclosetothewidelyusedskyrmeiiithatinqmcthequarksareconfinedbythemitbagaswellasfeelingthemeanfieldscalarandvectorpotentialsgeneratedbythesurroundinginthemeanfieldapproximationthediracequationforthequarkininfinitequarkmatteriswrittenas,"['(30)iγ·∂−m−Vqs−γ0VqvψQMq(x)=0', 'calculate the properties of nuclear matter as well as finite nuclei', 'changes to the quark and antiquark distributions of a bound proton', 'develop a reliable model of both the free proton and the binding of nucleons starting from the quark level', 'Dirac equation for the quark in infinite quark matter', 'each quark feels a scalar potential, −Vsq, and a vector potential, Vvq', 'effective nuclear force', 'illustrate the formal ideas developed here by applying them to a toy model', 'mean field approximation', 'QMC', 'quark distributions of isospin symmetric quark matter', 'Quark–Meson Coupling']"
29,inthispaperweconstructsuchphysicalmodelwithcontinuousdistributionofrelaxationsitisbasedonthephenomenologicaltheoryofrelaxationprocesseswhichhavelonghistoryinphysicsliteratureandwasrecentlysummarizedinmonographinwhichreferencestootherrelevantpublicationscanbealsothepresentworkisconfinedtorelaxationmechanismswhichresultfromchangesinnormalstressesmorespecificallyweareinterestedinthelocalmechanismsofirreversibleenergylosscausedbyuniformcompressionorexpansionofmediumforwhichallcomponentsremainunchangedratherthanthelossescausedbyfrictionbetweendifferentlayersofmediumwhichmovewithdifferentvelocitiesmoredetaileddiscussionofthisissuenoattemptismadetomodeleffectsofshearviscosityandheatconductionbeyondtheconventionalnavierstokesapproachsincethistopicgoesfarbeyondthescopeofthis,"['compression or expansion of a medium', 'continuous distribution of relaxations', 'friction between different layers of a medium', 'heat conduction', 'irreversible energy loss', 'local mechanisms of irreversible energy loss', 'Navier–Stokes approach', 'phenomenological theory of relaxation processes', 'physical model', 'relaxation mechanisms', 'relaxation processes', 'relaxations', 'shear viscosity']"
30,correlationofcharmquarkcharmantiquarkinγpscatteringarecalculatedinthektfactorizationapproachweapplydifferentunintegratedgluondistributionsusedintheliteraturetheresultsofourcalculationsarecomparedwithveryrecentexperimentalresultsfromthefocuscollaborationtheccfmugdfdevelopedrecentlybykwiecińskietalgivesgooddescriptionofthedatanewobservablesaresuggestedforfuturestudiespredictionsandperspectivesfortheheraenergiesarepresented,"['antiquark', 'CCFM uGDF', 'charm', 'Correlation of charm-quark–charm-antiquark in γp scattering', 'HERA energies', 'kt-factorization approach', 'quark', 'uGDF', 'unintegrated gluon distributions', 'γp scattering']"
31,traditionallyarchaeologistshaverecordedsitesandartefactsviacombinationofordinarystillphotographs2dlinedrawingsandoccasionalcrosssectionsgiventheseconstraintstheattractionsof3dmodelshavebeenobviousforsometimewithdigitalphotogrammetryandlaserscannersofferingtwowellknownmethodsfordatacaptureatcloserangebates2010hessandrobsonthehighestspecificationlaserscannersstillboastbetterpositionalaccuracyandgreatertruecolourfidelitythansfmmvsmethodsandrobsonbutthelatterproduceverygoodqualitymodelsnonethelessandhavemanyuniquesellingpointsunliketraditionaldigitalphotogrammetrylittleornopriorcontrolofcamerapositionisnecessaryandunlikelaserscanningnomajorequipmentcostsorsetupareinvolvedhoweverthekeyattractionofsfmmvsisthattherequiredinputcanbetakenbyanyonewithdigitalcameraandmodestpriortrainingabouttherequirednumberandoverlapofphotographswholeseriesoftraditionalbottlenecksaretherebyremovedfromtherecordingprocessandlargenumbersofarchaeologicallandscapessitesorartefactscannowbecapturedrapidlyinthefieldinthelaboratoryorinthemuseumshowsexamplesofterracottawarriormodelsforwhichthelevelofsurfacedetailis,"['2D line drawings', '3D models', 'archaeological landscapes', 'artefacts', 'control of camera position', 'data capture at close range', 'digital camera', 'digital photogrammetry', 'laser scanners', 'laser scanning', 'occasional cross-sections', 'ordinary still photographs', 'prior training about the required number and overlap of photographs', 'recorded sites and artefacts', 'recording process', 'SfM–MVS', 'SfM–MVS methods', 'sites', 'terracotta warrior models', 'traditional digital photogrammetry']"
32,itiswellknownthatoneofthelongstandingproblemsinphysicsisunderstandingtheconfinementphysicsfromfirstprincipleshencethechallengeistodevelopanalyticalapproacheswhichprovidevaluableinsightandtheoreticalguidanceaccordingtothisviewpointaneffectivetheoryinwhichconfiningpotentialsareobtainedasconsequenceofspontaneoussymmetrybreakingofscaleinvariancehasbeeninparticularitwasshownthatsuchtheoryreliesonscaleinvariantlagrangianofthewhereandisnotfundamentalfieldbutratherisfunctionofindexfieldstrengththatistheaναβequationofmotionleadstowhichisthenintegratedtoitiseasytoverifythattheaaμequationofmotionleadsustoitisworthstressingatthisstagethattheaboveequationcanbeobtainedfromtheeffectivelagrangiansphericallysymmetricsolutionsofdisplayevenintheabeliancasecoulombpieceandconfiningpartalsothequantumtheorycalculationofthestaticenergybetweentwochargesdisplaysthesameitiswellknownthatthesquarerootpartdescribesstringlike,"['(2)w=εμναβ∂μAναβ', 'Aaμ equation of motion', 'Aναβ equation of motion leads', 'confining part', 'Coulomb piece', 'develop analytical approaches', 'function of 4-index field strength', 'integrated to (4)w=−FμνaFaμν+M', 'Leff=−14FμνaFaμν+M2−FμνaFaμν', 'quantum theory calculation of the static energy between two charges', 'scale-invariant Lagrangian', 'Spherically symmetric solutions', 'spontaneous symmetry breaking of scale invariance', 'string like solutions', 'the effective Lagrangian', 'understanding the confinement physics from first principles', 'εμναβ∂βw−−FγδaFaγδ=0']"
33,followingfissionnoblegasatomswillbedistributedinthefuelmatrixinitiallyaccommodatedatpointdefectstrapsitesgenerallythoughttobeschottkytrivacancydefectsdiffusiontoeitherbubblesorgrainboundariesisthenfacilitatedbyassociatingfurtheruraniumvacancydefectforthegasatomtointowiththeoriginalvacancythenabletolooparoundtoensurecontinueddiffusiontheratedeterminingstepintheprocessisnotthemigrationofthexeitselfbutrathertherearrangementofthevudefecttofacilitatenetxediffusionactivationenergiesfortheoverallprocessdependontheavailabilityofthedefecttrapsiteswhichinturndependsonthecrystalstoichiometryforxediffusioninuo2andtheactivationenergiescalculatedusingdftareandwiththerangesreflectingthewaythecalculationswereperformeddependingonthechargestatesofthedefectsinvolvedandthepresenceofjahntellerdistortionactivationenergiescalculatedusingempiricalpairpotentialscanvarystronglydependingonthechoiceofpotentialgoversexaminedthreedifferentpotentialsforuo2ofbasakjacksonandmoreloncoupledwithdifferentparameterisationsforthexeandxeinteractionsfromgengandnicollandrecommendvaluesofandforthedifferentstoichiometricregimesinverygoodagreementwiththeexperimentalvaluesofandrespectively,"['Activation', 'bubbles', 'charge', 'crystal', 'crystal stoichiometry', 'defect trap sites', 'DFT', 'diffusion', 'Diffusion', 'empirical pair potentials', 'fission', 'fuel matrix', 'gas atom', 'grain boundaries', '‘hop’ into', 'Jahn–Teller distortion', 'loop around', 'migration', 'noble gas atoms', 'O–Xe', 'point defects trap sites', 'potential', 'potentials', 'rearrangement', 'Schottky trivacancy defects', 'UO2', 'UO2+x', 'UO2−x', 'uranium', 'U–Xe', 'VU', 'VU defect', 'Xe', 'Xe diffusion']"
34,livingpolymerizationisreactionwithouttransferandterminationreactionsthatcanproceeduptocompletemonomerconversioninadditionwheninitiationisquantitativeandfastcomparedtothepropagationreactionpolymerswithpreciselycontrolledchainlengthandnarrowmolarmassdistributioncanbeobtainedinthecaseofanindustrialstyrenepolymerizationthiswouldpermittoavoidanyspecificwashingordegassingstepswhicharenecessaryintheradicalprocesstoremoveresidualmonomerandlowmolarmassoligomerssinceheadtoheaddefectsalongthechainsareabsentanionicpolystyrenewouldexhibitalsobetterthermalstabilitythanradicalonethereforeproductionofanionicpolystyrenewouldbeofinterestiftheconditionsrequiredtocontrolthepolymerizationcouldbeadaptedtothemarketandbeabletocompeteeconomicallywithindustrialradicalprocessestheuseoforganicsolventsandofexpensivealkyllithiuminitiatorsaswellastherelativelylowreactiontemperaturesrequiredwassomeimportantlimitationtoovercomethepossibilitiestoachievequantitativelivinglikeanionicpolymerizationofstyreneintheabsenceofsolventandatelevatedtemperatureusinginexpensiveinitiatingsystemswerethemaintargetsidentifiedtotremendouslydecreasethecostoftheanionicprocessthisimpliedatfirsttocontrolthereactivityandstabilityofinitiatingandpropagatingactivespeciesinsuchunusualoperating,"['alkyllithium initiators', 'anionic polymerization of styrene', 'anionic polystyrene', 'degassing', 'industrial styrene polymerization', 'low molar mass oligomers', 'monomer conversion', 'organic solvents', 'polymerization', 'polymers', 'production of anionic polystyrene (PS)', 'propagating active species', 'propagation', '(PS', 'reaction', 'solvent', 'termination', 'washing']"
35,thehomologousseriesofalkanesarerepresentedhereashomonuclearchainsoftangentmiesphericalcgsegmentsthedevelopmentofcgmodelsforlongalkanessuchasdecaneandeicosanehasalreadybeensuccessfullydemonstratedusingthesaftmieformalismthedecanemoleculewasrepresentedbychainsofthreeandeicosanechainsofsixfullyflexibletangentiallybondedmiesegmentscertaindegreeofparameterdegeneracyintermsofoverallperformanceisexpectedasconsequenceoftheconformalnatureoftheeosdescriptioninourcurrentworkweuseanalternativecgmappingforalkanesdevelopedinreferencewhereeachsegmentwastakentorepresentthreealkylcarbonbackboneatomsandtheircorrespondinghydrogenatomsbyapplyingthismappingalkaneschainscontainingmultiplesofthreecarbonunitscanberepresenteddirectlyc6h14c9h20c12h26c15h32c18h38etcgooddescriptionofthethermodynamicpropertiesofthesealkanesisfoundtobeprovidedwithcgalkylbeadscharacterisedbythemiepotentialforconveniencetheexponentpairisalsousedtorepresenttheinteractionsbetweenthecgbeadsoftheinterveningalkanesconsideredherethenumberofsegmentsistakentobethenearestintegerofthedivisionofthecarbonnumberbythreethesizeandenergyparametersarethenestimatedfromtheexperimentalsaturatedliquiddensityandvapourpressureoftheindividualalkanesfollowingtheusualsaftmieprocedurethechosenmappingisbynomeansuniqueasonecanpostulateparametersetsthatfulfilotherrequisitessuchasbeingacrosstheentirehomologousseriesorcorrelatedtothecriticalproperties,"['alkanes', 'alkyl carbon backbone atoms', 'alternative CG mapping', 'carbon', 'carbon units', 'CG alkyl beads', 'CG beads', 'description of the thermodynamic properties', 'development of CG models for long n-alkanes', 'homologous series of n-alkanes', 'homonuclear chains of tangent Mie spherical CG segments', 'hydrogen atoms', 'Mie (15–6) potential', 'Mie segments', 'n-alkanes', 'n-alkanes chains', 'n-C10H22', 'n-C12H26', 'n-C15H32', 'n-C18H38', 'n-C20H42', 'n-C6H14', 'n-C9H20', 'n-decane', 'n-decane molecule', 'n-eicosane', 'SAFT-γ Mie formalism', 'SAFT-γ Mie procedure', 'saturated-liquid density', 'vapour pressure']"
